filename,x,y,z
NW\Background\NW_53759_SE_6000.jpg,11.224893,5.785774,4.20069
NW\Background\NW_53766_NW_6000.jpg,13.38737,6.463539,3.9898624
NW\Background\NW_53766_SE_6000.jpg,11.19667,6.3465667,5.2014375
NW\Background\NW_53767_NW_6000.jpg,11.147047,5.7495813,3.708117
NW\Background\NW_53767_SE_6000.jpg,12.495896,6.3844852,4.684579
NW\Background\NW_53768_NW_6000.jpg,10.775716,6.1144996,5.5593634
NW\Background\NW_53768_SE_6000.jpg,12.635792,6.290168,4.157272
NW\Background\NW_53782_NW_6000.jpg,13.914257,6.734705,5.3285756
NW\Background\NW_53782_SE_6000.jpg,13.314076,6.7983336,3.5458221
NW\Background\NW_53820_NW_6000.jpg,14.033516,6.5942383,4.8880205
NW\Background\NW_53820_SE_6000.jpg,13.323944,6.6878114,3.747243
NW\Background\NW_53829_SE_6000.jpg,11.727762,6.599767,6.0819755
NW\Background\NW_53835_NW_6000.jpg,14.258223,6.550143,4.5308065
NW\Background\NW_53835_SE_6000.jpg,11.77969,6.454534,5.3179755
NW\Background\NW_54271.jpg,10.608225,5.905863,5.770707
NW\Background\NW_54930_NW_6000.jpg,11.163577,5.4940886,3.416561
NW\Background\NW_54930_SE_6000.jpg,10.595882,4.7116613,2.0023587
NW\Background\NW_56626_NW_6000.jpg,11.105267,5.765696,4.8435907
NW\Background\NW_56626_SE_6000.jpg,11.587726,5.7236495,2.4262755
NW\Background\NW_56647_NW_6000.jpg,11.249529,6.077109,5.453632
NW\Background\NW_56647_SE_6000.jpg,12.097616,5.4303985,2.137396
NW\Background\NW_56687_NW_6000.jpg,11.598013,5.2023544,2.8760078
NW\Background\NW_56687_SE_6000.jpg,11.260591,5.68141,4.181617
NW\Background\NW_57181_NW_6000.jpg,11.347339,5.7820363,3.8763716
NW\Background\NW_57181_SE_6000.jpg,11.455472,6.5996127,6.109022
NW\Background\NW_58278_NW_6000.jpg,11.849155,6.0102396,4.408302
NW\Background\NW_58278_SE_6000.jpg,12.712616,6.303614,4.21208
NW\Background\NW_58292_NW_6000.jpg,10.821507,5.9656773,5.284271
NW\Background\NW_58292_SE_6000.jpg,12.253315,6.5633802,5.3038054
NW\Background\NW_58298_NW_6000.jpg,11.412265,6.3713326,5.460444
NW\Background\NW_58298_SE_6000.jpg,11.875731,5.481519,3.4744701
NW\Background\NW_59980_NW_6000.jpg,11.376067,5.514568,3.5024428
NW\Background\NW_59980_SE_6000.jpg,10.973252,6.3701224,5.7773223
NW\Background\NW_60225_NW_6000.jpg,11.1741295,5.3108187,3.4215975
NW\Background\NW_60225_SE_6000.jpg,11.1778,5.357813,3.1260853
NW\Background\NW_60227_NW_6000.jpg,11.122022,5.3030925,3.4764698
NW\Background\NW_60227_SE_6000.jpg,11.0925255,5.381911,3.5107436
NW\Background\NW_60230_NW_6000.jpg,11.240948,5.3019323,3.5186706
NW\Background\NW_60230_SE_6000.jpg,10.981311,5.630103,3.2070293
NW\Background\NW_60263_NW_6000.jpg,11.423252,5.519235,3.4135854
NW\Background\NW_60263_SE_6000.jpg,10.969213,5.496008,3.0780978
NW\Background\NW_60276_NW_6000.jpg,11.170392,5.4827957,3.5490897
NW\Background\NW_60276_SE_6000.jpg,11.08079,5.3585744,3.5528064
NW\Background\NW_60277_NW_6000.jpg,11.17615,5.6336207,3.7161098
NW\Background\NW_60277_SE_6000.jpg,11.244969,5.5983224,2.6537757
NW\Background\NW_60290_NW_6000.jpg,11.253978,5.3905196,3.5916395
NW\Background\NW_60290_SE_6000.jpg,11.102634,5.3621154,3.299101
NW\Background\NW_60314_NW_6000.jpg,11.272154,5.706972,3.9199674
NW\Background\NW_60314_SE_6000.jpg,11.1939335,5.30757,3.4442372
NW\Background\NW_60343_NW_6000.jpg,11.481704,5.473711,3.2299829
NW\Background\NW_60343_SE_6000.jpg,11.068741,5.317106,3.4898903
NW\Background\NW_60698_NW_6000.jpg,11.19864,5.3309116,3.3738751
NW\Background\NW_60698_SE_6000.jpg,11.584649,6.364828,2.222327
NW\Background\NW_60701_SE_6000.jpg,12.3124695,6.0543275,4.116905
NW\Background\NW_60713_NW_6000.jpg,14.063511,6.8792543,3.778772
NW\Background\NW_60713_SE_6000.jpg,13.100903,6.493656,4.006923
NW\Background\NW_60718_NW_6000.jpg,11.227921,5.346034,3.3640244
NW\Background\NW_60718_SE_6000.jpg,11.365627,6.093753,2.9270444
NW\Background\NW_60763.jpg,11.821686,5.834285,2.9818747
NW\Background\NW_61041_NW_6000.jpg,11.818845,5.489693,3.3473742
NW\Background\NW_61041_SE_6000.jpg,11.127532,5.8548017,4.595609
NW\Background\NW_61057_NW_6000.jpg,11.030609,5.4178143,2.7732403
NW\Background\NW_61057_SE_6000.jpg,11.466532,5.1335645,3.0848927
NW\Background\NW_61110_SE_6000.jpg,11.434463,5.4672117,3.3347955
NW\Background\NW_61131_NW_6000.jpg,11.156212,5.2880063,3.0806665
NW\Background\NW_61131_SE_6000.jpg,12.578139,6.0407276,2.4172015
NW\Background\NW_61137_SE_6000.jpg,11.260184,5.704949,3.771182
NW\Background\NW_61158_SE_6000.jpg,12.272726,5.657926,3.196692
NW\Background\NW_61177_SE_6000.jpg,11.770287,5.693663,3.1814306
NW\Background\NW_61338.jpg,12.472617,6.056899,2.2850575
NW\Background\NW_61732.jpg,11.211622,6.3586993,6.225828
NW\Background\NW_61754.jpg,10.827301,6.142255,5.6134715
NW\Background\NW_61772.jpg,11.440447,6.4997826,6.2686567
NW\Background\NW_61775.jpg,11.23297,6.436829,6.067998
NW\Background\NW_62377.jpg,13.372923,6.438408,3.9778216
NW\Background\NW_62442.jpg,11.442045,5.8879776,3.6566072
NW\Background\NW_62489.jpg,11.199573,5.8738523,3.9017665
NW\Background\NW_62514.jpg,10.767269,5.998778,5.4041305
NW\Background\NW_62531.jpg,10.755672,6.0713196,5.749572
NW\Background\NW_62573.jpg,13.511875,6.600386,5.1715884
NW\Background\NW_62586.jpg,11.306017,5.805744,4.353815
NW\Background\NW_62627.jpg,10.880652,5.9485826,5.1843214
NW\Background\NW_62977.jpg,11.267668,5.7143226,4.2301598
NW\Background\NW_62980.jpg,11.569295,5.7860894,2.78146
NW\Background\NW_62981.jpg,10.875633,5.955869,5.505202
NW\Background\NW_63030.jpg,10.91066,5.8569665,5.300293
NW\Background\NW_63057.jpg,11.607323,5.2920136,3.320766
NW\Background\NW_63197.jpg,12.2084,5.6095815,2.4353597
NW\Background\NW_64877.jpg,12.143218,6.521912,5.253755
NW\Background\NW_64894.jpg,11.090773,6.2833614,6.131079
NW\Background\NW_64913.jpg,12.214491,6.454372,5.1304865
NW\Background\NW_64969.jpg,11.179737,6.36746,6.2707696
NW\Background\NW_8967_NW.jpg,10.934383,6.009693,5.5671487
NW\Background\NW_8967_SE.jpg,11.260047,5.9248514,3.4631646
NW\Background\.ipynb_checkpoints\EM_47582_SE_6000-checkpoint.jpg,14.762264,6.68191,4.3004026
NW\Real\NW_10385.jpg,11.969065,5.559521,2.3090959
NW\Real\NW_10417.jpg,14.700241,7.863817,3.688225
NW\Real\NW_10422.jpg,12.180108,7.5263786,2.058704
NW\Real\NW_12749.jpg,12.9060755,7.3114066,2.3692157
NW\Real\NW_12936.jpg,12.776613,6.0197787,3.1080039
NW\Real\NW_12976.jpg,12.055061,7.2605443,1.8174938
NW\Real\NW_12991.jpg,11.954362,7.3329916,1.8833846
NW\Real\NW_12992.jpg,11.821366,7.1839643,1.9014226
NW\Real\NW_13096.jpg,12.602359,6.8618374,1.4695756
NW\Real\NW_13140.jpg,12.66045,6.985652,1.7549887
NW\Real\NW_15619.jpg,12.163769,6.3569126,1.32843
NW\Real\NW_15641.jpg,12.292072,6.5090747,1.3435199
NW\Real\NW_15645.jpg,12.100576,6.2094507,1.5636778
NW\Real\NW_15665.jpg,11.963045,6.8496785,2.274933
NW\Real\NW_15676.jpg,12.116298,6.0248694,1.6194721
NW\Real\NW_15680.jpg,11.792064,5.9236293,1.9987348
NW\Real\NW_15931.jpg,14.503114,7.334191,4.0445194
NW\Real\NW_15943.jpg,12.037074,6.8562427,1.8408653
NW\Real\NW_16756.jpg,12.129572,6.977835,1.3636256
NW\Real\NW_16772.jpg,11.960547,6.1475916,1.9091433
NW\Real\NW_16784.jpg,12.11931,6.9191203,1.405591
NW\Real\NW_17262.jpg,12.037766,6.955931,1.4396662
NW\Real\NW_17273.jpg,12.080754,7.435366,1.323514
NW\Real\NW_17295.jpg,11.963598,6.1474037,1.7541897
NW\Real\NW_17301.jpg,12.030425,6.406854,1.8254292
NW\Real\NW_17315.jpg,11.834024,6.088425,1.8166746
NW\Real\NW_17354.jpg,13.813748,7.559961,3.216191
NW\Real\NW_19426.jpg,14.4639435,6.810327,3.3193367
NW\Real\NW_19480.jpg,15.233448,7.7160106,3.9200974
NW\Real\NW_19513.jpg,14.98097,7.8551073,4.3449855
NW\Real\NW_19523.jpg,11.480661,6.1224794,3.7734864
NW\Real\NW_19544.jpg,14.236966,7.012473,3.3195446
NW\Real\NW_19682.jpg,12.181879,6.8052025,1.4406254
NW\Real\NW_19727.jpg,11.787851,5.811443,1.9729223
NW\Real\NW_20392.jpg,12.030105,6.2602096,1.8683413
NW\Real\NW_20400.jpg,12.408693,6.782426,1.0037684
NW\Real\NW_20402.jpg,12.236439,6.5022244,1.511232
NW\Real\NW_20419.jpg,12.25704,6.427524,1.4099056
NW\Real\NW_20682.jpg,12.49426,7.0446787,2.5151827
NW\Real\NW_20683.jpg,11.959218,6.24963,1.9115597
NW\Real\NW_20697.jpg,12.302759,6.2837014,1.7792563
NW\Real\NW_22975.jpg,12.067063,6.7381377,1.5758319
NW\Real\NW_22985.jpg,11.830704,7.221992,2.3156703
NW\Real\NW_23141.jpg,12.745222,7.1462817,1.6648864
NW\Real\NW_24831.jpg,12.576975,6.793688,0.9667022
NW\Real\NW_24836.jpg,12.483704,6.599631,1.7691877
NW\Real\NW_24839.jpg,12.830148,7.0002084,1.4348713
NW\Real\NW_24840.jpg,12.362159,6.605263,1.5059401
NW\Real\NW_24842.jpg,12.403177,6.275105,1.8629079
NW\Real\NW_24847.jpg,12.608486,6.815743,1.0209533
NW\Real\NW_24873.jpg,12.620018,6.8063974,1.0315969
NW\Real\NW_24903.jpg,12.402077,6.290546,1.6623336
NW\Real\NW_24904.jpg,12.002814,6.2122064,1.8973081
NW\Real\NW_24905.jpg,12.01985,6.669357,1.5986304
NW\Real\NW_25460.jpg,14.19044,7.3835034,3.9014978
NW\Real\NW_25463.jpg,12.939467,7.240455,2.2354934
NW\Real\NW_25490.jpg,12.604048,7.2287426,2.3897693
NW\Real\NW_25502.jpg,12.122584,7.4453087,2.2566264
NW\Real\NW_25550.jpg,14.974853,7.691843,4.611821
NW\Real\NW_27089.jpg,12.305752,6.46122,1.3869638
NW\Real\NW_28385.jpg,14.149361,7.4350104,3.7443254
NW\Real\NW_28388.jpg,-0.08829585,6.6116905,1.1077775
NW\Real\NW_28453.jpg,12.912232,7.2896824,2.0390215
NW\Real\NW_28456.jpg,12.937847,7.2592187,1.7249705
NW\Real\NW_28469.jpg,13.967032,7.5851808,3.3374758
NW\Real\NW_28516.jpg,12.7336445,7.658377,1.9001827
NW\Real\NW_28518.jpg,13.02545,7.24117,1.9337411
NW\Real\NW_28536.jpg,14.154764,7.860221,3.3285642
NW\Real\NW_28572.jpg,12.551901,7.1922555,1.6219101
NW\Real\NW_28576.jpg,12.4928875,6.7356434,0.93610424
NW\Real\NW_29756.jpg,12.763302,7.2482634,1.7527896
NW\Real\NW_29778.jpg,11.95492,7.1120687,1.6481433
NW\Real\NW_29825.jpg,12.139505,6.5956316,1.5731153
NW\Real\NW_29834.jpg,12.3626795,7.3548207,2.3067667
NW\Real\NW_29876.jpg,13.475781,7.160919,3.2830493
NW\Real\NW_29902.jpg,12.561946,7.1989603,1.5974855
NW\Real\NW_29904.jpg,13.810007,7.286585,3.4476464
NW\Real\NW_30550.jpg,12.13955,6.383165,1.7870601
NW\Real\NW_30561.jpg,11.746042,6.9907637,2.296349
NW\Real\NW_32041.jpg,12.7582655,6.8728466,1.1726058
NW\Real\NW_32081.jpg,12.441354,6.7555566,0.9545858
NW\Real\NW_32097.jpg,12.515624,6.799232,1.0514816
NW\Real\NW_32118.jpg,12.67741,6.791168,1.2170616
NW\Real\NW_32122.jpg,12.642492,6.7916937,1.0629112
NW\Real\NW_32143.jpg,12.812853,6.9378896,1.3565859
NW\Real\NW_32166.jpg,12.673077,6.8156967,1.1431699
NW\Real\NW_32182.jpg,12.835333,6.927557,1.2869624
NW\Real\NW_33154.jpg,12.491256,6.57582,1.6882931
NW\Real\NW_33194.jpg,12.684561,6.7714744,1.4558433
NW\Real\NW_33223.jpg,12.385929,6.8020163,1.1777613
NW\Real\NW_33228.jpg,13.992288,6.3796153,3.2760053
NW\Real\NW_33701.jpg,12.3878565,7.201216,5.489619
NW\Real\NW_33705.jpg,12.552788,6.0352945,2.6361108
NW\Real\NW_33715.jpg,13.005425,7.286279,2.6401467
NW\Real\NW_34134.jpg,11.402585,6.4829755,1.7398945
NW\Real\NW_35491.jpg,11.974077,6.8691835,1.4649366
NW\Real\NW_3638.jpg,12.198791,7.149878,1.2909329
NW\Real\NW_3654.jpg,12.394383,6.334936,1.8982502
NW\Real\NW_36552.jpg,11.486053,6.1366625,3.9269204
NW\Real\NW_3676.jpg,11.7537775,6.916136,1.5975382
NW\Real\NW_3691.jpg,12.426043,7.0046563,1.2402377
NW\Real\NW_3694.jpg,12.326893,6.5216174,1.8168672
NW\Real\NW_36946.jpg,11.278209,5.9080625,1.6921029
NW\Real\NW_36952.jpg,11.388753,5.9452987,2.5799327
NW\Real\NW_37432.jpg,12.923071,6.843437,1.6155732
NW\Real\NW_3769.jpg,12.55706,6.041234,2.394966
NW\Real\NW_3775.jpg,12.333783,6.5670037,1.2933543
NW\Real\NW_38468.jpg,11.756916,6.7649693,1.7934507
NW\Real\NW_38479.jpg,12.019422,7.0742536,1.5576745
NW\Real\NW_39708.jpg,13.668218,7.250239,3.166654
NW\Real\NW_4040.jpg,11.722802,5.9029613,2.0066369
NW\Real\NW_4041.jpg,11.783396,7.060771,1.7438301
NW\Real\NW_4045.jpg,11.505283,5.6993394,2.474015
NW\Real\NW_40709.jpg,12.485555,6.642001,1.4600874
NW\Real\NW_4089.jpg,12.814255,7.1946282,1.7537266
NW\Real\NW_4110.jpg,12.910888,7.1260757,1.3968809
NW\Real\NW_4199.jpg,13.070275,7.5329547,1.7720472
NW\Real\NW_4212.jpg,12.869095,7.3778424,1.8894382
NW\Real\NW_4250.jpg,12.774849,7.1456847,1.7964636
NW\Real\NW_4258.jpg,12.843301,7.488931,1.679171
NW\Real\NW_4260.jpg,13.014039,7.32356,1.7477571
NW\Real\NW_45666.jpg,12.10339,7.4941273,1.3013502
NW\Real\NW_45684.jpg,11.734136,7.0299644,1.7486403
NW\Real\NW_45705.jpg,11.879469,6.9719205,2.1111498
NW\Real\NW_46662.jpg,11.875585,6.1530232,2.097555
NW\Real\NW_46679.jpg,11.374449,5.500405,2.4037025
NW\Real\NW_46721.jpg,14.121278,7.4012985,3.8515992
NW\Real\NW_47128.jpg,11.97155,6.550223,1.8019066
NW\Real\NW_47145.jpg,11.756053,6.6051717,1.7020537
NW\Real\NW_47163.jpg,11.85035,6.8901596,5.9545097
NW\Real\NW_47169.jpg,12.322326,6.7965727,2.2295659
NW\Real\NW_47170.jpg,12.581342,6.9650884,2.6150777
NW\Real\NW_47184.jpg,14.29654,6.750133,3.8449633
NW\Real\NW_47366.jpg,12.266088,6.2436185,1.5768427
NW\Real\NW_47581.jpg,12.092976,5.721605,2.1779974
NW\Real\NW_47595.jpg,12.114632,5.6163206,2.3214111
NW\Real\NW_48885.jpg,12.384863,6.970286,1.1967365
NW\Real\NW_48889.jpg,12.146188,6.6727905,1.6425426
NW\Real\NW_50245.jpg,12.595146,6.889479,1.6434852
NW\Real\NW_50248.jpg,11.377616,5.268436,2.953442
NW\Real\NW_50249.jpg,11.968425,5.576827,2.2374277
NW\Real\NW_50266.jpg,11.984426,6.275876,1.6858844
NW\Real\NW_50269.jpg,11.309166,5.273296,2.6580775
NW\Real\NW_50281.jpg,12.317728,6.2791996,1.7069591
NW\Real\NW_50564.jpg,11.717678,7.196692,2.5031407
NW\Real\NW_50573.jpg,12.160015,7.219443,1.4207679
NW\Real\NW_50625.jpg,11.929548,6.938578,1.8612413
NW\Real\NW_52209.jpg,12.083322,7.4131613,1.3337691
NW\Real\NW_52231.jpg,11.940869,7.053966,1.556849
NW\Real\NW_52253.jpg,12.866444,7.284589,2.0835772
NW\Real\NW_52275.jpg,12.039902,7.319275,1.4064441
NW\Real\NW_52280.jpg,12.040217,7.0064793,1.7764157
NW\Real\NW_52311.jpg,12.60544,6.908363,1.9454968
NW\Real\NW_53082.jpg,12.499227,6.6319866,1.4719216
NW\Real\NW_53348.jpg,12.729302,7.0688124,1.5247517
NW\Real\NW_53367.jpg,12.794769,7.1014514,1.5217885
NW\Real\NW_53368.jpg,14.838567,7.8587823,3.4659493
NW\Real\NW_53388.jpg,12.747265,7.0055156,1.7241427
NW\Real\NW_53390.jpg,14.730214,7.788993,3.7580729
NW\Real\NW_53411.jpg,11.948284,7.363245,2.0115542
NW\Real\NW_53430.jpg,12.241863,7.114488,1.6393884
NW\Real\NW_53573.jpg,11.899894,7.176341,2.0625145
NW\Real\NW_53611.jpg,12.169548,6.9308386,1.4675599
NW\Real\NW_53643.jpg,12.113661,7.0094557,1.8093243
NW\Real\NW_53687.jpg,11.973058,7.4705806,2.1153746
NW\Real\NW_53691.jpg,11.936457,7.110324,2.3038788
NW\Real\NW_53692.jpg,11.977007,7.3076253,1.8429984
NW\Real\NW_53750.jpg,12.073633,6.3756742,2.0562494
NW\Real\NW_53758.jpg,11.99325,7.250136,1.8763963
NW\Real\NW_53765.jpg,11.89359,7.258078,1.9678426
NW\Real\NW_53795.jpg,12.068417,7.144615,1.9079033
NW\Real\NW_53801.jpg,11.955806,7.3672814,1.908504
NW\Real\NW_53819.jpg,12.207736,6.7023535,1.6503083
NW\Real\NW_53832.jpg,11.990457,7.3364515,1.9696822
NW\Real\NW_53834.jpg,12.351658,7.2557135,1.9846883
NW\Real\NW_56161.jpg,12.461896,6.7606153,2.388742
NW\Real\NW_56646.jpg,11.470119,5.9608426,1.9360217
NW\Real\NW_56674.jpg,11.574438,5.7595873,2.0513783
NW\Real\NW_56680.jpg,11.540326,5.7302847,2.0997372
NW\Real\NW_56704.jpg,11.645437,5.724655,2.054509
NW\Real\NW_57105.jpg,12.812529,7.1858354,1.8504155
NW\Real\NW_57985.jpg,12.422694,6.365865,1.8634185
NW\Real\NW_58297.jpg,12.145489,7.0477037,1.8538476
NW\Real\NW_58333.jpg,12.495266,6.7953663,1.6341641
NW\Real\NW_58338.jpg,12.334704,7.045081,2.4011345
NW\Real\NW_58376.jpg,12.464108,6.5113378,1.4081217
NW\Real\NW_58411.jpg,12.316542,6.7581825,0.980339
NW\Real\NW_59970.jpg,11.8837385,6.9957757,1.6789875
NW\Real\NW_60224.jpg,12.354615,6.5617137,1.1917311
NW\Real\NW_60226.jpg,12.066309,7.4645686,1.30154
NW\Real\NW_60229.jpg,12.35598,6.6803646,1.0234898
NW\Real\NW_60262.jpg,12.331437,6.645106,1.4076089
NW\Real\NW_60276.jpg,12.354723,6.730584,0.9223217
NW\Real\NW_60331.jpg,12.285313,6.6542664,1.0153127
NW\Real\NW_60335.jpg,12.39659,6.550003,1.2631767
NW\Real\NW_60336.jpg,12.31277,6.5962005,1.070919
NW\Real\NW_60342.jpg,12.368197,6.700315,0.942265
NW\Real\NW_60355.jpg,11.841656,5.8818464,1.8714947
NW\Real\NW_60697.jpg,12.609384,7.1124167,2.037973
NW\Real\NW_60714.jpg,12.614742,7.241355,1.8181612
NW\Real\NW_60717.jpg,12.089309,7.4529996,1.3318921
NW\Real\NW_61029.jpg,12.13831,7.106638,1.5081425
NW\Real\NW_61040.jpg,12.420439,6.488081,1.4616328
NW\Real\NW_61056.jpg,12.213484,6.6515694,2.0844436
NW\Real\NW_61137.jpg,12.466003,6.89095,1.1705534
NW\Real\NW_61157.jpg,12.7281275,6.8893337,1.203919
NW\Real\NW_61161.jpg,12.476369,6.786711,1.180498
NW\Real\NW_61167.jpg,12.5077915,6.7939634,0.9731111
NW\Real\NW_61168.jpg,12.394491,6.818291,0.9709951
NW\Real\NW_61176.jpg,12.383108,6.577068,1.3985868
NW\Real\NW_62391.jpg,14.399693,7.08085,3.4714282
NW\Real\NW_9216.jpg,11.460012,5.4162135,2.5014715
NW\Real\NW_9232.jpg,11.483377,5.4757323,2.551563
NW\Real\.ipynb_checkpoints\NW_12749-checkpoint.jpg,12.9046755,7.313734,2.3578367
NW\Test\NW_12740.jpg,11.775572,6.9728966,2.059867
NW\Test\NW_13012.jpg,11.977895,7.2028894,1.8236256
NW\Test\NW_13026.jpg,12.4621315,6.924346,2.2524269
NW\Test\NW_13079.jpg,12.6348095,6.82358,1.1210349
NW\Test\NW_15624.jpg,12.125672,6.3574286,1.676235
NW\Test\NW_15687.jpg,12.184815,6.213163,1.4589828
NW\Test\NW_15690.jpg,12.427845,5.7576375,2.5888834
NW\Test\NW_15952.jpg,11.654591,7.060798,2.7661383
NW\Test\NW_16773.jpg,12.033497,6.996454,1.4674445
NW\Test\NW_17324.jpg,11.906017,6.5980716,1.6337584
NW\Test\NW_19541.jpg,14.989362,8.101544,4.3477783
NW\Test\NW_19680.jpg,11.88984,5.9232507,1.9970145
NW\Test\NW_19755.jpg,12.13801,6.199251,1.6295471
NW\Test\NW_20638.jpg,12.075909,6.507459,1.8962914
NW\Test\NW_23017.jpg,11.967738,6.9544697,1.8361659
NW\Test\NW_23135.jpg,12.894526,7.2322216,1.758639
NW\Test\NW_23866.jpg,11.978883,7.0029874,2.278471
NW\Test\NW_23886.jpg,11.996937,6.981031,2.1995094
NW\Test\NW_24907.jpg,11.958031,6.822155,2.1637926
NW\Test\NW_25466.jpg,12.167788,7.1086407,1.4731814
NW\Test\NW_26774.jpg,12.406226,7.0521803,5.2224183
NW\Test\NW_26788.jpg,11.811025,6.7095213,2.1919327
NW\Test\NW_26862.jpg,12.811357,6.8274436,2.5467567
NW\Test\NW_27124.jpg,12.328967,6.5120277,1.3021474
NW\Test\NW_27141.jpg,12.296473,6.487931,1.4068807
NW\Test\NW_28383.jpg,13.08853,7.592182,1.9730035
NW\Test\NW_28402.jpg,12.836293,7.123779,1.7029725
NW\Test\NW_28423.jpg,12.821066,7.027222,1.8613552
NW\Test\NW_28425.jpg,12.822671,6.985488,1.8382608
NW\Test\NW_28473.jpg,12.965488,7.601986,1.8506799
NW\Test\NW_28570.jpg,12.329812,7.308658,2.0438163
NW\Test\NW_28605.jpg,12.261168,7.519671,2.0338356
NW\Test\NW_28607.jpg,12.129426,7.4715204,2.0945814
NW\Test\NW_29776.jpg,12.163902,7.217646,1.3170534
NW\Test\NW_29784.jpg,12.07631,7.447591,1.3216709
NW\Test\NW_29899.jpg,12.475883,7.148949,2.234988
NW\Test\NW_30557.jpg,12.506355,6.751051,1.0010551
NW\Test\NW_32048.jpg,12.772156,6.878704,1.1492516
NW\Test\NW_32102.jpg,12.43468,6.670497,1.0603473
NW\Test\NW_32151.jpg,14.533292,7.794532,3.9934456
NW\Test\NW_33191.jpg,12.46032,6.5507545,1.5321654
NW\Test\NW_33667.jpg,12.593124,7.2063417,2.1427512
NW\Test\NW_35484.jpg,11.981001,6.9008946,1.5065708
NW\Test\NW_3668.jpg,12.287043,6.719359,1.479782
NW\Test\NW_36764.jpg,11.832969,6.7559543,1.8494898
NW\Test\NW_36771.jpg,11.934249,6.551432,1.5676347
NW\Test\NW_40717.jpg,12.599359,6.597229,2.1174662
NW\Test\NW_4108.jpg,12.798967,7.2179313,1.6787951
NW\Test\NW_41832.jpg,12.059974,7.3916903,1.385862
NW\Test\NW_4189.jpg,12.736087,7.189539,1.6577837
NW\Test\NW_4249.jpg,12.885534,7.6358438,1.8433936
NW\Test\NW_46639.jpg,14.356843,6.8421197,3.36816
NW\Test\NW_46698.jpg,14.283984,6.490395,4.332195
NW\Test\NW_46723.jpg,14.903923,8.168901,3.6610947
NW\Test\NW_47196.jpg,11.89426,6.6280622,2.173048
NW\Test\NW_47421.jpg,12.001368,5.6263585,2.2192793
NW\Test\NW_48879.jpg,12.488782,6.6541886,1.494496
NW\Test\NW_48884.jpg,12.317686,6.5818195,1.4315505
NW\Test\NW_49756.jpg,12.064323,7.1932144,1.4702351
NW\Test\NW_50234.jpg,11.195383,5.6845527,1.7789009
NW\Test\NW_50262.jpg,12.372394,6.019737,2.1747668
NW\Test\NW_50264.jpg,12.350123,6.0406466,1.9875095
NW\Test\NW_50286.jpg,12.236151,6.004285,1.9517006
NW\Test\NW_50623.jpg,11.7173815,7.159313,2.4834144
NW\Test\NW_50629.jpg,11.510549,5.5706677,3.0566533
NW\Test\NW_52196.jpg,11.830334,7.03486,1.6561018
NW\Test\NW_52256.jpg,11.971542,7.2049603,1.5142822
NW\Test\NW_52264.jpg,12.049069,6.975614,1.580671
NW\Test\NW_53100.jpg,14.362246,6.332022,3.4231355
NW\Test\NW_53351.jpg,12.598495,7.1254616,1.3962985
NW\Test\NW_53397.jpg,11.85761,7.4338927,2.088962
NW\Test\NW_53454.jpg,12.973101,6.0251555,3.166653
NW\Test\NW_53567.jpg,13.527399,7.346681,3.2227066
NW\Test\NW_53616.jpg,12.120429,7.0763097,1.7217618
NW\Test\NW_53641.jpg,11.946129,7.472072,2.066801
NW\Test\NW_53722.jpg,12.251006,7.281438,1.7482913
NW\Test\NW_53766.jpg,11.8907995,7.074143,1.985149
NW\Test\NW_53767.jpg,12.013498,7.377468,1.894312
NW\Test\NW_53781.jpg,12.714798,6.868963,1.2371095
NW\Test\NW_54929.jpg,12.252748,6.245609,1.8785667
NW\Test\NW_56625.jpg,11.488337,5.9931445,1.9027866
NW\Test\NW_56686.jpg,12.150707,6.805229,1.2336957
NW\Test\NW_57115.jpg,12.433799,6.897994,2.2281795
NW\Test\NW_57180.jpg,12.508243,6.995785,1.2644985
NW\Test\NW_58277.jpg,12.399539,6.32627,2.3690224
NW\Test\NW_58301.jpg,12.133091,6.483742,1.8743035
NW\Test\NW_59661.jpg,12.5672,6.9027033,2.362956
NW\Test\NW_59979.jpg,12.639606,6.7289796,1.634917
NW\Test\NW_60275.jpg,12.357313,6.723215,1.0323911
NW\Test\NW_60289.jpg,12.271383,6.3826313,1.3673826
NW\Test\NW_60302.jpg,12.382644,6.7314806,0.9507252
NW\Test\NW_60313.jpg,12.390308,6.51508,1.3007393
NW\Test\NW_60700.jpg,12.097876,7.419488,1.3123075
NW\Test\NW_60712.jpg,12.144186,7.0425463,1.5406706
NW\Test\NW_61109.jpg,12.527819,6.8623223,1.1150789
NW\Test\NW_61136.jpg,12.586016,6.611369,1.4345891
NW\Test\NW_61148.jpg,12.63338,6.8120933,1.1282427
NW\Test\NW_61200.jpg,12.682843,6.8839517,1.3496909
NW\Test\NW_61358.jpg,12.292359,6.136757,1.6718855
NW\Test\NW_8966.jpg,13.770676,7.3348255,3.1883383
NW\Test\.ipynb_checkpoints\NW_15687-checkpoint.jpg,12.155141,6.2371655,1.5016389
SW\Background\SW_10026_NW.jpg,10.394899,5.430505,3.1464186
SW\Background\SW_10026_SE.jpg,10.826129,6.109952,5.6693134
SW\Background\SW_10081_NW.jpg,10.650435,5.440794,2.6580975
SW\Background\SW_10081_SE.jpg,11.029132,6.2495894,5.462081
SW\Background\SW_10763_SE.jpg,11.108257,5.2604656,3.5633204
SW\Background\SW_11200_NW.jpg,11.705559,5.468499,3.3820229
